KOG0188,7,7,P36428;Q9FFC7,P36428;Q9FFC7,Q23122,Q23122,Q9VRJ1;Q9VLM8,Q9VRJ1;Q9VLM8,Q1LVL3,Q1LVL3,Q5JTZ9;P49588,Q5JTZ9;P49588,P40825,P40825,O13914,O13914
KOG2364,4,1,Q8GW59,ZERO,NONE,NONE,Q9VPK7,ZERO,F1QV54,ZERO,Q3MIT2,Q3MIT2,NONE,NONE,NONE,NONE
KOG2567,4,1,A0JQ12;F4JD88;Q8W456;Q9LNU5;Q93VA8,ZERO,NONE,NONE,Q8SXI3,ZERO,Q1LYL9,ZERO,Q8N5L8;Q9BUL9,Q9BUL9,NONE,NONE,NONE,NONE
KOG4285,4,1,O04326,ZERO,NONE,NONE,Q9VWS2,ZERO,Q6P6X9,ZERO,Q8NFH5,Q8NFH5,NONE,NONE,NONE,NONE
KOG4393,4,2,A1A6J3;Q6NKP7,A1A6J3,NONE,NONE,Q0E8K6,ZERO,F1QJL2,ZERO,Q8N0Z8,Q8N0Z8,NONE,NONE,NONE,NONE
KOG4460,4,1,Q9FFK6,ZERO,NONE,NONE,Q9GYU8,ZERO,A2CEI4,ZERO,Q99567,Q99567,NONE,NONE,NONE,NONE
KOG0919,4,2,Q8LER4,ZERO,NONE,NONE,NONE,NONE,Q588C1,ZERO,Q6ICS7,Q6ICS7,NONE,NONE,P40999,P40999
KOG4723,4,1,Q8L9Y2,ZERO,NONE,NONE,NONE,NONE,Q0P424,ZERO,Q0PNE2,ZERO,NONE,NONE,O74385,O74385
KOG3630,4,1,NONE,NONE,Q17602,ZERO,Q9W1X4,ZERO,E7F5M0,ZERO,P35658,P35658,NONE,NONE,NONE,NONE
KOG3843,4,3,NONE,NONE,Q18953,Q18953,A0A0B4KF37,ZERO,F1Q668,F1Q668,Q9HD40,Q9HD40,NONE,NONE,NONE,NONE
KOG4247,4,1,NONE,NONE,Q9BI40,ZERO,Q86BL4,ZERO,F1QQI4,ZERO,O43716;H0YIV9,O43716,NONE,NONE,NONE,NONE
KOG4714,4,1,NONE,NONE,Q17872,ZERO,Q9VE85,ZERO,Q5RFW3,ZERO,Q8NFH3,Q8NFH3,NONE,NONE,NONE,NONE
KOG3645,4,0,NONE,NONE,O16426;Q22085;P34271;Q18556;Q93329;O61216;Q9N4M3;O61520;O61519;Q17511;Q9XTY8;Q23355;Q19229;Q22083;Q22084;Q22079;Q22081;Q22080;Q6BEQ0;Q19351;Q65XS8;P54246;Q93323;Q95Y94;Q93149;P48182;Q23022;Q4R170;Q9N5U8;G5EG88;Q9N4R6;P54245;G5EG72;G5EGR1;O18228;Q9N587;O44452;P91197;A5JYS3;Q17999;H2KZY7;H2KML8;G5ECT0;P48180;B3WFZ2;G5EE87;B1Q281;Q27218;Q6F6K3,ZERO,Q9W288;M9PDC9;Q95R44;P25162;Q9W3G6;P17644;Q8IPE2;P09478;P04755,ZERO,A2BG85;E7EYV5;E7F098;E7F3Z9;E7F4S7;E7F752;E7F892;E7F8A2;E7F9J4;E7F9V1;E7FAU8;E7FDA6;E7FDT0;E9QBV8;F1Q8K2;F1Q9U1;F1QFE7;F1QKS3;F1QM95;F1QMX1;F1QQX3;F1QR92;F1QTM9;F1QUF2;F1QWG4;F1QX92;F1R5G4;F8W4S9;F8W5I4;H9GYH4;Q98880;Q1RLX8;Q1L8Y9;Q1LY90;Q75XT1;Q8AV68;Q567Y7,ZERO,Q04844;P11230;O95264;Q5SXY3;A5X5Y0;P43681;Q70Z44;Q9UGM1;P30926;P46098;Q9GZZ6;Q15822;P30532;P02708;Q07001;Q494W8;Q05901;P32297;Q8WXA8;P07510;P36544;Q15825,ZERO,NONE,NONE,NONE,NONE
KOG4394,3,2,NONE,NONE,NONE,NONE,Q86B65,ZERO,NONE,NONE,A0A096LP39;Q9H633,Q9H633,P40571,P40571,NONE,NONE
KOG0555,3,3,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,O43776,O43776,P38707,P38707,O94567,O94567
KOG4719,4,1,NONE,NONE,NONE,NONE,NONE,NONE,B8JIZ8,ZERO,P49790,P49790,P20676;P32499;P14907,ZERO,Q09904,ZERO
ENOG410IT7I,3,1,Q9LG35,ZERO,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,P40493,P40493,O94480,ZERO
KOG2018,3,3,Q08A97,Q08A97,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,P38756;P36101,P38756;P36101,O13861,O13861
KOG2634,3,2,Q7Y230,ZERO,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,P23796,P23796,Q10181,Q10181
KOG3833,3,3,NONE,NONE,P90838,P90838,Q9VIW7,Q9VIW7,NONE,NONE,Q9Y3I0,Q9Y3I0,NONE,NONE,NONE,NONE
KOG4622,3,1,NONE,NONE,Q9XTU1,ZERO,Q9VWF7,ZERO,NONE,NONE,Q8IV42,Q8IV42,NONE,NONE,NONE,NONE
ENOG410IE4T,3,1,NONE,NONE,NONE,NONE,Q5U1E0,ZERO,F1R3Y2,ZERO,O15091,O15091,NONE,NONE,NONE,NONE
ENOG410IIR3,3,1,NONE,NONE,NONE,NONE,Q9VDV3,ZERO,E7F546,ZERO,Q9BVL2,Q9BVL2,NONE,NONE,NONE,NONE
ENOG410IQ10,3,1,NONE,NONE,NONE,NONE,Q9VBU8,ZERO,J3JS14,ZERO,Q8NFH4,Q8NFH4,NONE,NONE,NONE,NONE
ENOG410IXMT,3,3,NONE,NONE,NONE,NONE,Q2MGL3,Q2MGL3,Q5XJ22,Q5XJ22,O75817,O75817,NONE,NONE,NONE,NONE
ENOG410IXUB,3,2,NONE,NONE,NONE,NONE,A8JRG8,ZERO,Q502A2,Q502A2,O95059,O95059,NONE,NONE,NONE,NONE
KOG1199,3,1,NONE,NONE,NONE,NONE,D5A7S2,ZERO,Q5XJS8,ZERO,Q99714,Q99714,NONE,NONE,NONE,NONE
KOG3973,3,1,NONE,NONE,NONE,NONE,Q960C1,ZERO,F1QHG6;F1R0Y4;F1REQ1,ZERO,Q8NCA5;Q17RN3;Q52LJ0,Q52LJ0,NONE,NONE,NONE,NONE
KOG4380,3,1,NONE,NONE,NONE,NONE,Q9VEG8;Q8IN95,ZERO,F1QKI4,F1QKI4,Q549M8,ZERO,NONE,NONE,NONE,NONE
KOG4528,3,1,NONE,NONE,NONE,NONE,Q9VD92,ZERO,Q566V0,Q566V0,A8K0B5,ZERO,NONE,NONE,NONE,NONE
KOG4833,3,1,NONE,NONE,NONE,NONE,A1Z945,ZERO,E7EXJ6,ZERO,Q5SRE5;H7C4K7,Q5SRE5,NONE,NONE,NONE,NONE
ENOG410J4BY,3,2,NONE,NONE,NONE,NONE,NONE,NONE,E7EYU4,ZERO,Q14657,Q14657,NONE,NONE,Q10220,Q10220
ENOG410IGF7,2,1,NONE,NONE,NONE,NONE,NONE,NONE,Q32LR5,ZERO,Q9BVC5,Q9BVC5,NONE,NONE,NONE,NONE
ENOG410IHPQ,2,1,NONE,NONE,NONE,NONE,NONE,NONE,Q6IQM3,ZERO,O75818,O75818,NONE,NONE,NONE,NONE
ENOG410IIH3,2,1,NONE,NONE,NONE,NONE,NONE,NONE,Q6P0U9,ZERO,O15504,O15504,NONE,NONE,NONE,NONE
ENOG410IQ3R,2,1,NONE,NONE,NONE,NONE,NONE,NONE,F8W4V6,ZERO,Q12849,Q12849,NONE,NONE,NONE,NONE
ENOG410IYHQ,2,2,NONE,NONE,NONE,NONE,NONE,NONE,A5WV68,A5WV68,B1ALV0,B1ALV0,NONE,NONE,NONE,NONE
ENOG410IZ7U,2,1,NONE,NONE,NONE,NONE,NONE,NONE,F1R0X4,ZERO,Q96I23,Q96I23,NONE,NONE,NONE,NONE
ENOG410IQZI,2,2,NONE,NONE,NONE,NONE,NONE,NONE,Q1L878,Q1L878,A0A0G2JHI3;A0A0G2JJ52,A0A0G2JHI3;A0A0G2JJ52,NONE,NONE,NONE,NONE
ENOG410IEFT,2,2,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,P09880,P09880,Q10313,Q10313
